order_recovery,epsilon,max_rel_error,runtime
1,0.0001,49545.11045037062,0.003961998208267091
1,1.0e-6,5.368392726349978e7,0.003961998208267091
1,3.162277660168379e-6,141379.9350012344,0.003961998208267091
1,1.0e-5,40925.15579427573,0.003961998208267091
1,3.1622776601683795e-5,5.069553162090291e7,0.003961998208267091
1,0.00031622776601683794,423322.2375676937,0.003961998208267091
1,0.001,1.1653101738546412e7,0.003961998208267091
1,0.0031622776601683794,139378.45771568356,0.003961998208267091
1,0.010000000000000002,1.5656425407231436e6,0.003961998208267091
1,0.03162277660168379,41972.296680395724,0.003961998208267091
1,0.1,3.2082062224496383e7,0.003961998208267091
1,0.31622776601683794,1.8398606739943156e6,0.003961998208267091
2,0.0001,0.20462480019967805,0.022877527109090908
2,1.0e-6,0.04352070433628487,0.022877527109090908
2,3.162277660168379e-6,0.02106697098383886,0.022877527109090908
2,1.0e-5,0.010348340252628783,0.022877527109090908
2,3.1622776601683795e-5,0.04008726563722104,0.022877527109090908
2,0.00031622776601683794,0.10371254136676289,0.022877527109090908
2,0.001,0.1820111558927651,0.022877527109090908
2,0.0031622776601683794,4.701966252336485,0.022877527109090908
2,0.010000000000000002,10.397574412661735,0.022877527109090908
2,0.03162277660168379,8.284785147404513,0.022877527109090908
2,0.1,1027.4710510025657,0.022877527109090908
2,0.31622776601683794,689045.1162116036,0.022877527109090908
4,0.0001,1.0168508780154458e-5,0.16080384246875
4,1.0e-6,0.18629421624140374,0.16080384246875
4,3.162277660168379e-6,0.045519836933280926,0.16080384246875
4,1.0e-5,0.0025599400984698296,0.16080384246875
4,3.1622776601683795e-5,0.001160291435428077,0.16080384246875
4,0.00031622776601683794,1.1074088686767271e-5,0.16080384246875
4,0.001,3.038740409949686e-7,0.16080384246875
4,0.0031622776601683794,3.6433383061190676e-6,0.16080384246875
4,0.010000000000000002,0.00016265169725018246,0.16080384246875
4,0.03162277660168379,0.023717299062520267,0.16080384246875
4,0.1,0.2194718492744066,0.16080384246875
4,0.31622776601683794,73.76695379470586,0.16080384246875
6,0.0001,0.022797693128587582,0.2698075898421053
6,1.0e-6,0.5559059016910167,0.2698075898421053
6,3.162277660168379e-6,0.055264931236616,0.2698075898421053
6,1.0e-5,0.0026209452565591567,0.2698075898421053
6,3.1622776601683795e-5,0.0011419458901307648,0.2698075898421053
6,0.00031622776601683794,6.425295263633484e-7,0.2698075898421053
6,0.001,2.1163908199983635e-6,0.2698075898421053
6,0.0031622776601683794,4.4493260216232474e-8,0.2698075898421053
6,0.010000000000000002,7.896859182677685e-8,0.2698075898421053
6,0.03162277660168379,8.234054136972076e-11,0.2698075898421053
6,0.1,1.5643443116169766e-10,0.2698075898421053
6,0.31622776601683794,5.310249323297315e-12,0.2698075898421053
